Name,State Land,Latitude,Longitude,Address,Town,County,,
Designated Camp Site,Stockton State Forest,42.27419919,-79.37272112,6518 Maring Rd HYP,Stockton,Chautauqua,,
Designated Camp Site,Stockton State Forest,42.2743573,-79.36990371,6399 Route 380,Stockton,Chautauqua,,
A Campsite,Stoney Pond State Forest,42.88073828,-75.7178751,3168 Jones Rd,Nelson,Madison,,
Campsite B,Stoney Pond State Forest,42.88137129,-75.71790369,3168 Jones Rd,Nelson,Madison,,
Campsite C,Stoney Pond State Forest,42.88330609,-75.71602338,3168 Jones Rd,Nelson,Madison,,
Campsite D,Stoney Pond State Forest,42.88277416,-75.716081,3168 Jones Rd,Nelson,Madison,,
Campsite E,Stoney Pond State Forest,42.88142185,-75.71731966,3168 Jones Rd,Nelson,Madison,,
Campsite F,Stoney Pond State Forest,42.88078123,-75.71725909,3168 Jones Rd,Nelson,Madison,,
Campsite G,Stoney Pond State Forest,42.88059669,-75.716768,3168 Jones Rd,Nelson,Madison,,
Campsite H,Stoney Pond State Forest,42.88072191,-75.71549391,3168 Jones Rd,Nelson,Madison,,
Campsite I,Stoney Pond State Forest,42.88128327,-75.71447995,3168 Jones Rd,Nelson,Madison,,
Campsite J,Stoney Pond State Forest,42.88142079,-75.71373747,3168 Jones Rd,Nelson,Madison,,
Campsite K,Stoney Pond State Forest,42.88091033,-75.71411424,3168 Jones Rd,Nelson,Madison,,
Campsite L,Stoney Pond State Forest,42.88057519,-75.71520522,3168 Jones Rd,Nelson,Madison,,
Campsite M,Stoney Pond State Forest,42.87996517,-75.71525132,3168 Jones Rd,Nelson,Madison,,
Campsite N,Stoney Pond State Forest,42.87976723,-75.71565294,3168 Jones Rd,Nelson,Madison,,
Campsite O,Stoney Pond State Forest,42.87975622,-75.71616302,3168 Jones Rd,Nelson,Madison,,
Campsite P,Stoney Pond State Forest,42.88003742,-75.71619816,3168 Jones Rd,Nelson,Madison,,
Campsite Q,Stoney Pond State Forest,42.87993328,-75.71660088,3168 Jones Rd,Nelson,Madison,,
Buck Settlement Lean-To,Sugar Hill State Forest,42.37308166,-76.95548,2848 Van Zandt Hollow Rd,Dix,Schuyler,,
Cr 21 Campsite,Sugar Hill State Forest,42.38434803,-76.9922895,3177 County Road 21,Orange,Schuyler,,
Cr 23 Campsite,Sugar Hill State Forest,42.40235709,-76.97584966,2001 County Road 23,Reading,Schuyler,,
Evergreen Hill Rd Campsite #1,Sugar Hill State Forest,42.34917167,-77.01273167,2581 Evergreen Hill Rd,Orange,Schuyler,,
Evergreen Hill Road Campsite #2,Sugar Hill State Forest,42.35474906,-77.00739173,2581 Evergreen Hill Rd,Orange,Schuyler,,
Lower Evergreen Camping,Sugar Hill State Forest,42.33044669,-77.02360972,1914 Evergreen Hill Rd,Orange,Schuyler,,
Maple Lane Campsite # 1,Sugar Hill State Forest,42.37348534,-77.02140733,2690 Maple Ln,Orange,Schuyler,,
Maple Lane Campsite # 2,Sugar Hill State Forest,42.37790667,-77.01790333,3150 Aikens Rd,Orange,Schuyler,,
Maple Lane Campsite #3,Sugar Hill State Forest,42.3690876,-77.0223502,2690 Maple Ln,Orange,Schuyler,,
Parks Hollow Lean-To,Sugar Hill State Forest,42.36909172,-77.01300363,1501 Sugar Hill Rd,Orange,Schuyler,,
Randall Road Campsite,Sugar Hill State Forest,42.34123833,-77.069545,613 Randall Rd,Orange,Schuyler,,
Seneca North Campsite,Sugar Hill State Forest,42.38475764,-77.00526255,3361 Tower Hill Rd,Orange,Schuyler,,
Spencer Pond Campsite,Sugar Hill State Forest,42.40169118,-77.00842355,3550 Tower Hill Rd,Tyrone,Schuyler,,
Sugar Hill Recreation Area Campsite,Sugar Hill State Forest,42.3865032,-77.00268084,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill Road Campsite,Sugar Hill State Forest,42.36230133,-77.01182933,1501 Sugar Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 1 Tower Area Campsite,Sugar Hill State Forest,42.38685927,-77.00335897,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 10 Tower Area Campsite,Sugar Hill State Forest,42.38618639,-77.00282027,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 12 Tower Area Campsite,Sugar Hill State Forest,42.3861306,-77.00261883,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 13 Tower Area Campsite,Sugar Hill State Forest,42.38655227,-77.00228564,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 14 Tower Area Campsite,Sugar Hill State Forest,42.38620372,-77.00237679,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 15 Tower Area Campsite,Sugar Hill State Forest,42.38609345,-77.00219439,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 16 Tower Area Campsite,Sugar Hill State Forest,42.38606258,-77.00194984,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 17 Tower Area Campsite,Sugar Hill State Forest,42.38607558,-77.00175412,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 18 Tower Area Campsite,Sugar Hill State Forest,42.38623492,-77.00168805,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 19 Tower Area Campsite,Sugar Hill State Forest,42.38656544,-77.00170286,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 2 Tower Area Campsite,Sugar Hill State Forest,42.38665269,-77.00338474,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 20 Tower Area Campsite,Sugar Hill State Forest,42.38668517,-77.00170883,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 21 Tower Area Campsite,Sugar Hill State Forest,42.3869518,-77.00172161,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 22 Tower Area Campsite,Sugar Hill State Forest,42.3868401,-77.00116411,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 23 Tower Area Campsite,Sugar Hill State Forest,42.38659498,-77.0011089,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 24 Tower Area Campsite,Sugar Hill State Forest,42.38632776,-77.00122112,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 25 Tower Area Campsite,Sugar Hill State Forest,42.38618272,-77.00129195,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 26 Tower Area Campsite,Sugar Hill State Forest,42.38610485,-77.00154166,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 3 Tower Area Campsite,Sugar Hill State Forest,42.38647245,-77.00336607,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 30 Tower Hill Rd Campsite,Sugar Hill State Forest,42.39028065,-77.00288326,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 31 Tower Hill Rd Campsite,Sugar Hill State Forest,42.39044982,-77.00361503,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 4 Tower Area Campsite,Sugar Hill State Forest,42.3862918,-77.00337111,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 5 Tower Area Campsite,Sugar Hill State Forest,42.38668655,-77.00300215,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 6 Tower Area Campsite,Sugar Hill State Forest,42.38639581,-77.0029972,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 7 Tower Area Campsite,Sugar Hill State Forest,42.38624554,-77.00300105,3361 Tower Hill Rd,Orange,Schuyler,,
Sugar Hill State Forest 8 Tower Area Campsite,Sugar Hill State Forest,42.38618188,-77.00316931,3361 Tower Hill Rd,Orange,Schuyler,,
Switzer Hill Road Campsite #2,Sugar Hill State Forest,42.3406636,-77.06492104,2254 Switzer Hill Rd,Orange,Schuyler,,
Templar Rd Campsite,Sugar Hill State Forest,42.3688377,-76.95871918,2735 Van Zandt Hollow Rd,Dix,Schuyler,,
The Twin Lean-To's,Sugar Hill State Forest,42.38225333,-77.00268,3361 Tower Hill Rd,Orange,Schuyler,,
Tower Hill Rd Campsite #1,Sugar Hill State Forest,42.39028721,-77.00339727,3361 Tower Hill Rd,Orange,Schuyler,,
Tower Hill Rd Campsite #2,Sugar Hill State Forest,42.39076554,-76.99887211,3336 Tower Hill Rd,Tyrone,Schuyler,,
Tower Hill Rd Campsite #3,Sugar Hill State Forest,42.39107973,-76.9837921,3196 Tower Hill Rd,Reading,Schuyler,,
Vanzandt Lean-To,Sugar Hill State Forest,42.38980777,-76.97258984,3196 Tower Hill Rd,Reading,Schuyler,,
Ada Trailer Field Campsite,Sundown Wild Forest,41.91688371,-74.4355789,359 Peekamoose Rd,Denning,Ulster,,
Ada Trailer Field Campsite,Sundown Wild Forest,41.91683367,-74.43547534,359 Peekamoose Rd,Denning,Ulster,,
Campsite,Sundown Wild Forest,41.917251,-74.4378268,359 Peekamoose Rd,Denning,Ulster,,
Campsite,Sundown Wild Forest,41.9163036,-74.4429513,304 Peekamoose Rd,Denning,Ulster,,
Campsite,Sundown Wild Forest,41.9214421,-74.3095207,136 Freeman Avery Rd,Olive,Ulster,,
Campsite,Sundown Wild Forest,41.9456658,-74.3060748,78 S Hollow Rd,Olive,Ulster,,
Campsite,Sundown Wild Forest,41.9578409,-74.4788693,12 Straus Ln AOR,Denning,Ulster,,
Kanape Brrok By Fer Field Campsite,Sundown Wild Forest,41.93334343,-74.32538704,826 Watson Hollow Rd AOR,Olive,Ulster,,
Campsite,Sundown Wild Forest,41.92493363,-74.2896577,68 Freeman Avery Rd,Olive,Ulster,,
Campsite,Sundown Wild Forest,41.9203896,-74.31004955,136 Freeman Avery Rd,Olive,Ulster,,
Trails End Campsite,Sundown Wild Forest,41.88399532,-74.35997886,197 Trails End Rd AOR,Rochester,Ulster,,
Campsite 1 - Campsite Trail,Taconic Hereford Multiple Use Area,41.74416064,-73.76077723,91 Tyrrel Rd,Pleasant Valley,Dutchess,,
Campsite 2 - Campsite Trail,Taconic Hereford Multiple Use Area,41.74404551,-73.7610651,91 Tyrrel Rd,Pleasant Valley,Dutchess,,
Tsp Road Campsite,Taconic Hereford Multiple Use Area,41.73381308,-73.75696551,72 Pond Gut Rd,Pleasant Valley,Dutchess,,
Bear Point Campsite,Taylor Pond Wild Forest,44.48199951,-73.94276045,1734 Rock St AOR,Franklin,Franklin,,
Casey Road Campsite,Taylor Pond Wild Forest,44.54269402,-73.87620877,728 Casey Rd,Black Brook,Clinton,,
Franklin Falls Campsite #1,Taylor Pond Wild Forest,44.39902435,-74.03988545,74 Hemlock Way,St. Armand,Essex,,
Franklin Falls Campsite #2,Taylor Pond Wild Forest,44.40677893,-74.02813294,115 Dinsmore Way,St. Armand,Essex,,
Franklin Falls Campsite #3,Taylor Pond Wild Forest,44.41005476,-74.01286614,1122 River Rd,St. Armand,Essex,,
Franklin Falls Campsite #4,Taylor Pond Wild Forest,44.40982001,-74.01289095,1122 River Rd,St. Armand,Essex,,
Franklin Falls Campsite #7,Taylor Pond Wild Forest,44.41229985,-74.00690466,1122 River Rd,St. Armand,Essex,,
Poke-O-Moonshine Summit Lean-To,Taylor Pond Wild Forest,44.39979735,-73.514557,1315 Mile Marker 131.5 Interstate 87 Southbound,Chesterfield,Essex,,
Rt.3 Mud Pond Campsite,Taylor Pond Wild Forest,44.56441177,-73.92239361,5717 Route 3,Black Brook,Clinton,,
Union Falls Campsite,Taylor Pond Wild Forest,44.50696104,-73.91509238,589 Union Falls Rd,Black Brook,Clinton,,
Union Falls Campsite,Taylor Pond Wild Forest,44.47791028,-73.94524292,1734 Rock St AOR,Franklin,Franklin,,
Union Falls Campsite,Taylor Pond Wild Forest,44.50725419,-73.91530402,589 Union Falls Rd,Black Brook,Clinton,,
Cheningo Camping Area,Taylor Valley State Forest,42.63758032,-75.96950674,4885 Taylor Valley Rd,Taylor,Cortland,,
Mud Pond Campsite,Terry Mountain State Forest,44.56367254,-73.66888751,457 Mud Pond Rd,Peru,Clinton,,
South Parking Lot Campsite,Texas Hollow State Forest,42.3871015,-76.77880416,3250 Cabin Rd,Hector,Schuyler,,
Texas Hollow Pond Campsite,Texas Hollow State Forest,42.41236964,-76.7890009,3771 Texas Hollow Rd,Hector,Schuyler,,
Texas Hollow State Forest Texas Hollow Pond Campsite,Texas Hollow State Forest,42.41199944,-76.78899416,3771 Texas Hollow Rd,Hector,Schuyler,,
Primitive Campsite,Tomannex State Forest,42.02183716,-75.10119157,1695 Bump Rd,Hancock,Delaware,,
Primitive Campsite,Tomannex State Forest,42.02259881,-75.09932994,1695 Bump Rd,Hancock,Delaware,,
Longview Campsite,Tracy Creek State Forest,42.14865461,-77.33189562,6488 County Route 80,Rathbone,Steuben,,
Electric Loop Lean-Too,Tug Hill State Forest,43.83487425,-75.86072866,11125 Babbitts Corners Dr,Rodman,Jefferson,,
Unnamed,Tug Hill State Forest,43.83270729,-75.8391293,8701 Whitesville Rd,Pinckney,Lewis,,
Woodchuck Hollow Lean-To,Tuller Hill State Forest,42.51220115,-76.12082386,2093 Woodchuck Hill Rd,Virgil,Cortland,,
Turkey Ridge State Forest Turkey Road Campsite,Turkey Ridge State Forest,42.1680801,-77.60390699,2321 Norton Hollow Rd,Jasper,Steuben,,
Union Falls Campsite,Union Falls Pond,44.46229058,-73.94817589,1645 Rock St AOR,Franklin,Franklin,,
Icnc Lowland Trail Lean-To,Upper And Lower Lakes Wma,44.59164408,-75.28908152,900 A County Route 14,Canton,St. Lawrence,,
Campsite 1,Valcour Island Primitive Area,44.61204688,-73.4228664,8 Coastland Dr,Peru,Clinton,,
Campsite 10,Valcour Island Primitive Area,44.63404322,-73.41171719,54 Loch Ln,Plattsburgh,Clinton,,
Campsite 11,Valcour Island Primitive Area,44.63390795,-73.41198223,54 Loch Ln,Plattsburgh,Clinton,,
Campsite 12,Valcour Island Primitive Area,44.63321296,-73.41208865,54 Loch Ln,Plattsburgh,Clinton,,
Campsite 13,Valcour Island Primitive Area,44.62523048,-73.40600105,70 Spitfire Dr,Peru,Clinton,,
Campsite 14,Valcour Island Primitive Area,44.62503391,-73.40540673,70 Spitfire Dr,Peru,Clinton,,
Campsite 15,Valcour Island Primitive Area,44.61935164,-73.40799943,50 Spitfire Dr,Peru,Clinton,,
Campsite 16,Valcour Island Primitive Area,44.61986541,-73.40835431,50 Spitfire Dr,Peru,Clinton,,
Campsite 17,Valcour Island Primitive Area,44.6183003,-73.40933956,42 Spitfire Dr,Peru,Clinton,,
Campsite 18,Valcour Island Primitive Area,44.6114734,-73.40994336,6 Coastland Dr,Peru,Clinton,,
Campsite 19,Valcour Island Primitive Area,44.62134426,-73.40528487,50 Spitfire Dr,Peru,Clinton,,
Campsite 2,Valcour Island Primitive Area,44.61522233,-73.42327506,38 Spitfire Dr,Peru,Clinton,,
Campsite 20,Valcour Island Primitive Area,44.62122104,-73.40569266,50 Spitfire Dr,Peru,Clinton,,
Campsite 21,Valcour Island Primitive Area,44.63269732,-73.42359764,71 Windswept Ln,Plattsburgh,Clinton,,
Campsite 22,Valcour Island Primitive Area,44.6325578,-73.42483834,71 Windswept Ln,Plattsburgh,Clinton,,
Campsite 23,Valcour Island Primitive Area,44.62535711,-73.42815946,44 McDowell Way,Peru,Clinton,,
Campsite 25,Valcour Island Primitive Area,44.62103063,-73.43082192,70 Spitfire Dr,Peru,Clinton,,
Campsite 26,Valcour Island Primitive Area,44.62113906,-73.42807491,70 Spitfire Dr,Peru,Clinton,,
Campsite 3,Valcour Island Primitive Area,44.62534691,-73.42815648,44 McDowell Way,Peru,Clinton,,
Campsite 4,Valcour Island Primitive Area,44.61738589,-73.42527117,50 Spitfire Dr,Peru,Clinton,,
Campsite 5,Valcour Island Primitive Area,44.61775069,-73.42471598,50 Spitfire Dr,Peru,Clinton,,
Campsite 6,Valcour Island Primitive Area,44.63563094,-73.41762705,54 Loch Ln,Plattsburgh,Clinton,,
Campsite 7,Valcour Island Primitive Area,44.63618226,-73.41627188,54 Loch Ln,Plattsburgh,Clinton,,
Campsite 8,Valcour Island Primitive Area,44.63574106,-73.41569818,54 Loch Ln,Plattsburgh,Clinton,,
Campsite 9,Valcour Island Primitive Area,44.63577622,-73.41474445,54 Loch Ln,Plattsburgh,Clinton,,
Campsite,Vandermark State Forest,42.21527611,-77.90814571,5067 Brody Slide Rd,Ward,Allegany,,
Campsite,Vandermark State Forest,42.21897756,-77.88955756,5176 Wadsworth Hill Rd,Ward,Allegany,,
Campsite,Vandermark State Forest,42.20980811,-77.88806752,2854 County Road 10,Ward,Allegany,,
Campsite,Vandermark State Forest,42.2243794,-77.87717847,2543 County Road 10,Ward,Allegany,,
Campsite,Vandermark State Forest,42.21944087,-77.87641812,2584 County Road 10,Ward,Allegany,,
Campsite,Vandermark State Forest,42.21978821,-77.87315862,2543 County Road 10,Ward,Allegany,,
14th Rd Sunnyview Farm Tent Site,Vanderwhacker Mountain Wild Forest,43.76505474,-74.03843967,1979 Fourteenth Rd,Minerva,Essex,,
29th Pond,Vanderwhacker Mountain Wild Forest,43.83309456,-74.0121403,2394 NYS Route 28N,Minerva,Essex,,
Blue Ridge Rd/Boreas River Campsite,Vanderwhacker Mountain Wild Forest,43.94312902,-73.95461007,1431 Blue Ridge Rd,Minerva,Essex,,
Blue Ridge Road Campsite #1,Vanderwhacker Mountain Wild Forest,43.94258484,-73.97790377,1408 Blue Ridge Rd,Minerva,Essex,,
Boreas River/28n Campsite #1,Vanderwhacker Mountain Wild Forest,43.89199837,-74.01403167,3112 NYS Route 28N,Minerva,Essex,,
Boreas River/28n Campsite #2,Vanderwhacker Mountain Wild Forest,43.89225594,-74.01308845,3112 NYS Route 28N,Minerva,Essex,,
Campsite,Vanderwhacker Mountain Wild Forest,43.9358933,-73.9807025,1408 Blue Ridge Rd,Minerva,Essex,,
Cheney Pond Campsite #1,Vanderwhacker Mountain Wild Forest,43.93660254,-73.97930343,1408 Blue Ridge Rd,Minerva,Essex,,
Cheney Pond Campsite #2,Vanderwhacker Mountain Wild Forest,43.93713452,-73.98273338,1408 Blue Ridge Rd,Minerva,Essex,,
Cheney Pond Campsite #3,Vanderwhacker Mountain Wild Forest,43.93481012,-73.9690475,1408 Blue Ridge Rd,Minerva,Essex,,
Cheney Pond Lean-To,Vanderwhacker Mountain Wild Forest,43.93267412,-73.9690844,1408 Blue Ridge Rd,Minerva,Essex,,
Hudson/Boreas Campsite #3,Vanderwhacker Mountain Wild Forest,43.7973561,-74.04800572,430 Northwoods Club Rd,Minerva,Essex,,
Huntley Pond Campsite #4,Vanderwhacker Mountain Wild Forest,43.83459503,-74.11594801,1567 Northwoods Club Rd Building 27 GEO,Minerva,Essex,,
Moose Pond Rd Campsite #1,Vanderwhacker Mountain Wild Forest,43.891453,-74.01709567,3820 NYS Route 28N,Minerva,Essex,,
Moose Pond Rd Campsite #2,Vanderwhacker Mountain Wild Forest,43.88101819,-74.03728156,2973 NYS Route 28N,Minerva,Essex,,
Moose Pond Rd Campsite #3,Vanderwhacker Mountain Wild Forest,43.88035325,-74.03782665,2973 NYS Route 28N,Minerva,Essex,,
Moose Pond Rd Campsite #4,Vanderwhacker Mountain Wild Forest,43.88012703,-74.0380116,2973 NYS Route 28N,Minerva,Essex,,
Moose Pond Rd Campsite #5,Vanderwhacker Mountain Wild Forest,43.87987139,-74.05414461,830 Moose Pond Way AOR,Minerva,Essex,,
Moose Pond Rd Campsite #6,Vanderwhacker Mountain Wild Forest,43.87899366,-74.05886858,830 Moose Pond Way AOR,Minerva,Essex,,
Newcomb Lake Campsite #2,Vanderwhacker Mountain Wild Forest,44.00842326,-74.12973236,1010 Newcomb Lake Rd,Newcomb,Essex,,
Newcomb Lake Campsite #3,Vanderwhacker Mountain Wild Forest,44.0087459,-74.12830674,1010 Newcomb Lake Rd,Newcomb,Essex,,
Newcomb Lake Campsite #4,Vanderwhacker Mountain Wild Forest,44.01000331,-74.12919601,1010 Newcomb Lake Rd,Newcomb,Essex,,
Newcomb Lake Campsite #5,Vanderwhacker Mountain Wild Forest,44.01120338,-74.13037496,1010 Newcomb Lake Rd,Newcomb,Essex,,
Newcomb Lake Campsite #6,Vanderwhacker Mountain Wild Forest,44.01402278,-74.12913719,1010 Newcomb Lake Rd,Newcomb,Essex,,
Newcomb Lake Campsite #7,Vanderwhacker Mountain Wild Forest,44.01521247,-74.12895473,1010 Newcomb Lake Rd,Newcomb,Essex,,
Northwoods Club Rd Campsite #1,Vanderwhacker Mountain Wild Forest,43.8164383,-74.06037612,430 Northwoods Club Rd,Minerva,Essex,,
Northwoods Club Rd Campsite #2,Vanderwhacker Mountain Wild Forest,43.81712155,-74.06096258,430 Northwoods Club Rd,Minerva,Essex,,
Northwoods Club Rd Campsite #3,Vanderwhacker Mountain Wild Forest,43.81653553,-74.06132183,430 Northwoods Club Rd,Minerva,Essex,,
Northwoods Club Rd Campsite #4,Vanderwhacker Mountain Wild Forest,43.81690935,-74.06144982,430 Northwoods Club Rd,Minerva,Essex,,
Northwoods Club Rd Campsite #5,Vanderwhacker Mountain Wild Forest,43.81731501,-74.06182442,430 Northwoods Club Rd,Minerva,Essex,,
Northwoods Club Rd Campsite #6,Vanderwhacker Mountain Wild Forest,43.82641116,-74.08268127,404 Northwoods Club Rd,Minerva,Essex,,
Northwoods Club Rd Campsite #7,Vanderwhacker Mountain Wild Forest,43.82712722,-74.09403482,1567 Northwoods Club Rd Building 27 GEO,Minerva,Essex,,
Oliver Pond Primitive Tent Site,Vanderwhacker Mountain Wild Forest,43.82765092,-73.9024907,1031 Hoffman Rd,Schroon,Essex,,
Roosevelt Truck Trail Campsite 1,Vanderwhacker Mountain Wild Forest,43.92744839,-74.00764016,3820 NYS Route 28N,Minerva,Essex,,
Roosevelt Truck Trail Campsite 2,Vanderwhacker Mountain Wild Forest,43.9306458,-74.00762777,3820 NYS Route 28N,Minerva,Essex,,
Stony Pond Lean-To,Vanderwhacker Mountain Wild Forest,43.83873482,-73.98562192,2667 NYS Route 28N,Minerva,Essex,,
Vanderwhacker Mountain Wild Forest Moose Pond Rd Campsite #1,Vanderwhacker Mountain Wild Forest,43.89151607,-74.01666738,3820 NYS Route 28N,Minerva,Essex,,
Vanderwhacker Mountain Wild Forest Moose Pond Rd Campsite #4,Vanderwhacker Mountain Wild Forest,43.8802115,-74.03894859,830 Moose Pond Way AOR,Minerva,Essex,,
Vanderwhacker Mountain Wild Forest Moose Pond Rd Campsite #5,Vanderwhacker Mountain Wild Forest,43.88010069,-74.05524011,830 Moose Pond Way AOR,Minerva,Essex,,
Wolf Pond Leanto,Vanderwhacker Mountain Wild Forest,43.95871853,-73.93360933,1889 Blue Ridge Rd,North Hudson,Essex,,
Bear Pond Road Campsite,Watson's East Triangle Wild Forest,44.0168891,-75.14921961,9456 Long Pond Rd,Webb,Herkimer,,
Buck Pond Accessible Campsite,Watson's East Triangle Wild Forest,43.99675874,-75.06663376,436 Necessary Dam Rd,Webb,Herkimer,,
Campsite,Watson's East Triangle Wild Forest,43.9050431,-75.1955943,7660 State St CR,Watson,Lewis,,
Creek Road Campsite,Watson's East Triangle Wild Forest,44.00982473,-75.15095723,9456 Long Pond Rd,Webb,Herkimer,,
Keck Trail Site 1,Watson's East Triangle Wild Forest,43.98883447,-75.14573746,9456 Long Pond Rd,Webb,Herkimer,,
Keck Trail Site 2,Watson's East Triangle Wild Forest,43.99574717,-75.12196133,9456 Long Pond Rd,Webb,Herkimer,,
Keck Trail Site 3,Watson's East Triangle Wild Forest,43.99622874,-75.10335349,9456 Long Pond Rd,Webb,Herkimer,,
Keck Trail Site 4,Watson's East Triangle Wild Forest,44.01923197,-75.08437622,9456 Long Pond Rd,Webb,Herkimer,,
Massawepie Pond Campsite,Watson's East Triangle Wild Forest,44.02859579,-75.08771189,9456 Long Pond Rd,Webb,Herkimer,,
Mud Pond Site 1,Watson's East Triangle Wild Forest,43.972683,-75.22288353,8767 Prentice Rd,Croghan,Lewis,,
Mud Pond Site 2,Watson's East Triangle Wild Forest,43.97402833,-75.21626613,8811 Prentice Rd,Croghan,Lewis,,
Mullins Flow Campsite,Watson's East Triangle Wild Forest,44.07338478,-75.15556264,8785 Elijah Lake Rd,Webb,Herkimer,,
Oswegatchie Campsite,Watson's East Triangle Wild Forest,43.99025758,-75.20581917,11775 Bald Mountain Truck Trail,Croghan,Lewis,,
Wolf Creek East Primitive Campsite,Watson's East Triangle Wild Forest,44.05887108,-75.12544978,9456 Long Pond Rd,Webb,Herkimer,,
Wolf Creek West Primitive Campsite,Watson's East Triangle Wild Forest,44.06203253,-75.1292194,9456 Long Pond Rd,Webb,Herkimer,,
Wolf Pond Campsite,Watson's East Triangle Wild Forest,44.03817782,-75.11402747,9456 Long Pond Rd,Webb,Herkimer,,
?,West Canada Lake Wilderness,43.62545389,-74.73373007,100 Parkhurst Rd,Morehouse,Hamilton,,
Beaver Pond (Aka Cedar Lakes Lean-To #2),West Canada Lake Wilderness,43.6259694,-74.5492715,4093 State Route 30,Arietta,Hamilton,,
Brooktrout Lake Lean-To,West Canada Lake Wilderness,43.60290363,-74.65837567,1811 Sagamore Rd CBD,Morehouse,Hamilton,,
Campsite,West Canada Lake Wilderness,43.6271409,-74.5503966,4093 State Route 30,Arietta,Hamilton,,
Campsite,West Canada Lake Wilderness,43.648727,-74.5137652,4093 State Route 30,Lake Pleasant,Hamilton,,
Campsite,West Canada Lake Wilderness,43.6285829,-74.5377394,4093 State Route 30,Arietta,Hamilton,,
Campsite,West Canada Lake Wilderness,43.6279922,-74.5379966,4093 State Route 30,Arietta,Hamilton,,
Campsite,West Canada Lake Wilderness,43.6093356,-74.5656024,4093 State Route 30,Arietta,Hamilton,,
Campsite,West Canada Lake Wilderness,43.5982872,-74.6476471,1811 Sagamore Rd CBD,Arietta,Hamilton,,
Campsite,West Canada Lake Wilderness,43.61072813,-74.82020413,52 1st Bisby Lk NAME,Ohio,Herkimer,,
Carry Lean-To,West Canada Lake Wilderness,43.67874488,-74.49549822,4093 State Route 30,Lake Pleasant,Hamilton,,
Cedar Flow 6,West Canada Lake Wilderness,43.69505286,-74.48526386,4093 State Route 30,Lake Pleasant,Hamilton,,
Cedar Flow 7,West Canada Lake Wilderness,43.69200409,-74.48630397,4093 State Route 30,Lake Pleasant,Hamilton,,
Cedar Lake Dam 1,West Canada Lake Wilderness,43.62894581,-74.53639939,4093 State Route 30,Arietta,Hamilton,,
Cedar Lake Dam Tentsite,West Canada Lake Wilderness,43.62937625,-74.53679786,4093 State Route 30,Arietta,Hamilton,,
Cedar Lakes #1 Lean-To,West Canada Lake Wilderness,43.62812567,-74.54047324,4093 State Route 30,Arietta,Hamilton,,
Cedar Lakes #3 Lean-To,West Canada Lake Wilderness,43.60846358,-74.55972417,4093 State Route 30,Arietta,Hamilton,,
Cedar River Flow Primitive Campsite 1,West Canada Lake Wilderness,43.72098071,-74.47165838,1638 Cedar River Rd,Lake Pleasant,Hamilton,,
Cedar River Flow Primitive Campsite 4,West Canada Lake Wilderness,43.71384807,-74.46769205,1638 Cedar River Rd,Lake Pleasant,Hamilton,,
Colvin Brook Lean-To,West Canada Lake Wilderness,43.65241391,-74.49038035,4093 State Route 30,Lake Pleasant,Hamilton,,
Indian River Campsite,West Canada Lake Wilderness,43.62730656,-74.7813623,100 Parkhurst Rd,Morehouse,Hamilton,,
Jessup River Tentsites,West Canada Lake Wilderness,43.51246208,-74.5722971,163 Haskell Rd,Arietta,Hamilton,,
Mud Lake Tentsites,West Canada Lake Wilderness,43.59647434,-74.61354076,163 Haskell Rd,Arietta,Hamilton,,
Otter Lake Campsite,West Canada Lake Wilderness,43.52826599,-74.557687,163 Haskell Rd,Arietta,Hamilton,,
